salesdata
;orderId;orderState;customer;product;orderDate;orderAmountInCents;Currency
62;933;0;20300787ea;fe2a87eff5;2019-11-24 16:27:18.759;249,00000000000000;USD
63;955;0;254fa352bd;fe2a87eff5;2019-11-26 18:03:34.656;48970,00000000000;USD
64;958;7;3e1e003483;98ac5d1ffd;2019-11-27 13:44:56.901;0,0;USD
65;1017;0;f4e4ae66d9;fe2a87eff5;2019-12-08 13:35:10.852;48970,00000000000;USD
66;969;0;039e7f810b;fe2a87eff5;2019-12-02 08:32:14.140;32370,000000000000;USD
67;975;0;8423bcef54;fe2a87eff5;2019-12-02 13:21:09.253;32370,000000000000;USD
68;977;7;d8cf868936;fe2a87eff5;2019-12-03 14:18:40.765;48970,00000000000;USD
69;991;0;d938184ba7;fe2a87eff5;2019-12-04 15:25:17.808;48970,00000000000;USD
70;1008;4;7e75c0d723;98ac5d1ffd;2019-12-05 19:20:09.871;32370,000000000000;USD
71;1036;7;555801414;f9c580224e;2019-12-10 14:53:48.529;0,0;USD
72;1075;4;7a202b1308;f9c580224e;2019-12-18 16:19:21.143;32370,000000000000;USD
73;1105;4;2f98cc996c;f9c580224e;2019-12-28 15:13:30.418;32370,000000000000;USD
74;1135;7;c97b5a428a;f9c580224e;2019-12-31 16:26:42.528;32370,000000000000;USD
75;1154;4;dab9bb909b;fe2a87eff5;2020-01-02 15:31:31.323;48970,00000000000;USD
76;1156;4;71a919b3f8;f9c580224e;2020-01-03 11:43:17.290;24070,000000000000;USD
77;1179;4;95715d6c55;fe2a87eff5;2020-01-06 20:30:48.938;57270,00000000000;USD
78;1183;4;94def4a4df;fe2a87eff5;2020-01-07 10:53:24.196;57270,00000000000;USD
79;1199;4;14cd4eba1e;f9c580224e;2020-01-08 13:47:47.835;24070,000000000000;USD
80;1203;4;03b4e42fb9;98ac5d1ffd;2020-01-08 15:22:13.861;32370,000000000000;USD
81;1061;7;7725229022;f9c580224e;2019-12-15 22:09:30.799;0,0;USD
82;1067;4;d0952e3dec;f9c580224e;2019-12-16 23:34:31.838;15770,000000000000;USD
83;1077;0;1b915acee6;fe2a87eff5;2019-12-19 16:42:19.650;32370,000000000000;USD
84;1113;4;e944aa4acb;fe2a87eff5;2019-12-29 16:06:00.902;48970,00000000000;USD
85;1115;7;6587f05138;f9c580224e;2019-12-29 16:36:12.555;0,0;USD
86;1117;0;0223ab0882;fe2a87eff5;2019-12-29 17:31:04.196;32370,000000000000;USD
87;1130;7;4b58910a37;98ac5d1ffd;2019-12-31 16:01:11.494;32370,000000000000;USD
88;1147;7;9e2f0fdeb0;fe2a87eff5;2019-12-31 18:00:04.433;40670,0;USD
89;1164;0;c46445ad9c;fe2a87eff5;2020-01-04 14:46:59.993;40670,0;USD
90;1169;4;11bd179a8a;98ac5d1ffd;2020-01-04 16:57:37.998;32370,000000000000;USD
91;1186;0;dbb916a8b7;fe2a87eff5;2020-01-07 11:00:59.374;48970,00000000000;USD
92;1193;0;9ea0a29a84;fe2a87eff5;2020-01-07 20:48:15.952;32370,000000000000;USD
93;1200;7;fa9598e110;fe2a87eff5;2020-01-08 14:47:10.851;57270,00000000000;USD
94;964;0;2f98cc996c;fe2a87eff5;2019-11-27 21:19:56.518;0,0;USD
95;979;0;2d54f6a3be;fe2a87eff5;2019-12-03 17:01:41.605;32370,000000000000;USD
96;966;4;89e2706871;f9c580224e;2019-11-28 10:37:02.415;24070,000000000000;USD
97;1019;4;019975d12b;98ac5d1ffd;2019-12-08 15:50:11.087;40670,0;USD
98;1042;0;187f4201a9;fe2a87eff5;2019-12-11 10:03:08.305;32370,000000000000;USD
99;1083;4;4eacb761da;fe2a87eff5;2019-12-21 16:28:41.115;57270,00000000000;USD
100;1090;4;0b61fb6ce9;fe2a87eff5;2019-12-23 13:42:11.924;40670,0;USD
101;1097;0;9a7cf9f5b7;fe2a87eff5;2019-12-25 11:31:02.625;32370,000000000000;USD
102;1122;7;0d04e42c12;fe2a87eff5;2019-12-30 13:05:29.752;48970,00000000000;USD
103;1138;7;c97b5a428a;f9c580224e;2019-12-31 16:27:50.017;32370,000000000000;USD
104;1157;0;be215d8a23;fe2a87eff5;2020-01-03 14:07:36.537;32370,000000000000;USD
105;1166;4;6bd83d9bfb;98ac5d1ffd;2020-01-04 15:36:10.169;40670,0;USD
106;1172;4;880745b9a4;fe2a87eff5;2020-01-06 12:18:46.560;48970,00000000000;USD
107;1178;0;258a0def5e;fe2a87eff5;2020-01-06 19:40:52.647;32370,000000000000;USD
108;1180;7;de6eee6dd9;98ac5d1ffd;2020-01-07 09:07:59.307;40670,0;USD
109;1211;4;88f1e1cdd7;98ac5d1ffd;2020-01-08 20:43:43.380;32370,000000000000;USD
110;985;0;d84ae53cf4;fe2a87eff5;2019-12-04 10:37:41.836;48970,00000000000;USD
111;999;7;397060ee1f;f9c580224e;2019-12-04 19:19:10.659;0,0;USD
112;1005;0;ca9ea8eca4;fe2a87eff5;2019-12-05 14:39:55.376;57270,00000000000;USD
113;1012;4;efcf1c0a11;fe2a87eff5;2019-12-06 22:27:19.675;57270,00000000000;USD
114;1016;0;7c6b7b86ce;fe2a87eff5;2019-12-08 12:19:47.059;32370,000000000000;USD
115;1033;7;45e8a79940;f9c580224e;2019-12-10 10:36:18.407;0,0;USD
116;1108;4;95e68ddb35;98ac5d1ffd;2019-12-28 17:26:16.470;32370,000000000000;USD
117;1119;7;0d04e42c12;fe2a87eff5;2019-12-30 13:03:09.844;48970,00000000000;USD
118;1140;7;c97b5a428a;f9c580224e;2019-12-31 16:29:36.650;32370,000000000000;USD
119;1176;4;97323788d3;fe2a87eff5;2020-01-06 15:04:56.704;57270,00000000000;USD
120;1207;7;fa9598e110;fe2a87eff5;2020-01-08 16:59:04.542;57270,00000000000;USD
121;960;7;3e1e003483;98ac5d1ffd;2019-11-27 13:45:03.221;0,0;USD
122;965;7;89e2706871;f9c580224e;2019-11-28 10:30:07.532;24070,000000000000;USD
123;967;7;fe9a81e316;f9c580224e;2019-12-01 14:47:59.638;24070,000000000000;USD
124;971;0;b343783c16;fe2a87eff5;2019-12-02 09:19:46.480;32370,000000000000;USD
125;989;0;cec4f91dac;fe2a87eff5;2019-12-04 11:49:18.026;32370,000000000000;USD
126;1004;7;45e8a79940;f9c580224e;2019-12-05 12:22:17.610;15770,000000000000;USD
127;1059;7;7725229022;f9c580224e;2019-12-15 22:09:10.260;0,0;USD
128;1073;0;7,1825883E+15;fe2a87eff5;2019-12-18 13:10:17.621;32370,000000000000;USD
129;1074;4;c0c04a1169;fe2a87eff5;2019-12-18 14:37:53.697;57270,00000000000;USD
130;1089;4;801b277dd5;fe2a87eff5;2019-12-23 09:49:25.098;48970,00000000000;USD
131;1162;4;1a04d59c11;f9c580224e;2020-01-04 13:33:54.035;32370,000000000000;USD
132;1177;4;2e24c0083a;fe2a87eff5;2020-01-06 15:42:16.596;40670,0;USD
133;995;7;2afe64b0e2;f9c580224e;2019-12-04 19:06:45.990;0,0;USD
134;986;4;29b6cd19a3;fe2a87eff5;2019-12-04 10:53:49.528;57270,00000000000;USD
135;998;0;2afe64b0e2;fe2a87eff5;2019-12-04 19:11:10.398;0,0;USD
136;1025;4;e86c7482b3;98ac5d1ffd;2019-12-08 20:06:17.263;24070,000000000000;USD
137;1032;7;45e8a79940;f9c580224e;2019-12-10 10:34:19.732;15770,000000000000;USD
138;1035;7;45e8a79940;f9c580224e;2019-12-10 10:36:32.001;0,0;USD
139;1048;0;c76fd271da;fe2a87eff5;2019-12-12 10:51:25.430;24070,000000000000;USD
140;1050;0;a6428bcb55;fe2a87eff5;2019-12-12 12:34:21.715;24070,000000000000;USD
141;1052;0;2cd975a5cb;fe2a87eff5;2019-12-13 23:03:05.608;24070,000000000000;USD
142;1053;7;1ddd7ad3d9;98ac5d1ffd;2019-12-14 15:14:28.260;24070,000000000000;USD
143;1058;0;3bbc53f641;fe2a87eff5;2019-12-15 19:25:28.403;57270,00000000000;USD
144;1087;0;887719ea46;fe2a87eff5;2019-12-22 19:02:06.411;40670,0;USD
145;1110;0;74de3cbeeb;fe2a87eff5;2019-12-29 12:11:02.714;40670,0;USD
146;1114;4;6da27d6079;fe2a87eff5;2019-12-29 16:07:55.180;48970,00000000000;USD
147;1132;7;4b58910a37;98ac5d1ffd;2019-12-31 16:01:28.832;32370,000000000000;USD
148;1182;7;de6eee6dd9;98ac5d1ffd;2020-01-07 09:08:34.246;40670,0;USD
149;1187;0;9cb2a8e571;fe2a87eff5;2020-01-07 11:26:32.637;48970,00000000000;USD
150;1194;0;d49047e287;fe2a87eff5;2020-01-08 10:37:29.047;32370,000000000000;USD
151;962;7;c387e64e45;f9c580224e;2019-11-27 21:05:06.096;0,0;USD
152;972;7;4d694c4497;f9c580224e;2019-12-02 10:07:44.199;0,0;USD
153;1010;0;2cd975a5cb;fe2a87eff5;2019-12-06 10:42:23.944;32370,000000000000;USD
154;1013;0;4711dffc16;fe2a87eff5;2019-12-07 12:49:51.938;32370,000000000000;USD
155;1015;4;0a4cf6a0ae;98ac5d1ffd;2019-12-08 09:16:56.929;32370,000000000000;USD
156;1026;4;63fb7ad0bd;f9c580224e;2019-12-08 20:24:18.968;32370,000000000000;USD
157;1078;4;1ddd7ad3d9;98ac5d1ffd;2019-12-20 11:18:27.903;24070,000000000000;USD
158;1102;0;cec7e3c700;fe2a87eff5;2019-12-26 15:19:52.081;57270,00000000000;USD
159;1121;7;0d04e42c12;fe2a87eff5;2019-12-30 13:04:04.652;48970,00000000000;USD
160;1136;7;c97b5a428a;f9c580224e;2019-12-31 16:26:51.546;32370,000000000000;USD
161;1163;4;7c6fe40f1f;98ac5d1ffd;2020-01-04 14:03:23.730;32370,000000000000;USD
162;1197;0;d3c903fa34;fe2a87eff5;2020-01-08 12:31:04.564;48970,00000000000;USD
163;1206;7;fa9598e110;fe2a87eff5;2020-01-08 16:57:48.139;57270,00000000000;USD
164;968;4;fe9a81e316;f9c580224e;2019-12-01 14:48:11.524;24070,000000000000;USD
165;973;7;4d694c4497;f9c580224e;2019-12-02 10:08:02.829;0,0;USD
166;974;7;4d694c4497;f9c580224e;2019-12-02 10:08:10.524;0,0;USD
167;982;4;470d06a8a5;98ac5d1ffd;2019-12-03 21:04:52.888;32370,000000000000;USD
168;987;0;bd25f0d41c;fe2a87eff5;2019-12-04 11:11:49.879;57270,00000000000;USD
169;1000;0;397060ee1f;fe2a87eff5;2019-12-04 19:19:20.362;0,0;USD
170;1002;7;4739a6bb0b;f9c580224e;2019-12-05 00:08:11.520;0,0;USD
171;1031;7;45e8a79940;f9c580224e;2019-12-10 10:33:54.808;15770,000000000000;USD
172;1044;0;74de3cbeeb;fe2a87eff5;2019-12-11 20:19:28.608;0,0;USD
173;1057;7;20ab857659;f9c580224e;2019-12-15 16:51:13.072;0,0;USD
174;1069;4;9dd502010d;fe2a87eff5;2019-12-17 18:52:18.035;32370,000000000000;USD
175;1095;0;17cd093e7a;fe2a87eff5;2019-12-24 23:53:49.917;32370,000000000000;USD
176;1096;4;fb66674ab5;f9c580224e;2019-12-25 11:12:41.161;24070,000000000000;USD
177;1123;7;04b843e8d3;f9c580224e;2019-12-31 10:26:25.936;0,0;USD
178;1127;7;4b58910a37;98ac5d1ffd;2019-12-31 15:59:45.391;32370,000000000000;USD
179;1190;4;6587f05138;f9c580224e;2020-01-07 13:23:19.609;32370,000000000000;USD
180;1192;0;aa21f7aadc;fe2a87eff5;2020-01-07 16:14:14.976;32370,000000000000;USD
181;970;4;e953b83d7a;98ac5d1ffd;2019-12-02 08:43:39.350;32370,000000000000;USD
182;978;0;d8cf868936;fe2a87eff5;2019-12-03 14:21:54.149;48970,00000000000;USD
183;1020;0;3ee70442ef;fe2a87eff5;2019-12-08 17:44:37.388;48970,00000000000;USD
184;1037;7;555801414;f9c580224e;2019-12-10 14:53:54.277;0,0;USD
185;1039;0;dd55a79152;fe2a87eff5;2019-12-10 17:28:49.444;0,0;USD
186;1045;7;bb6353f328;98ac5d1ffd;2019-12-11 22:16:43.810;0,0;USD
187;1047;0;710a2f61cf;fe2a87eff5;2019-12-12 09:23:37.730;48970,00000000000;USD
188;1062;0;7725229022;fe2a87eff5;2019-12-15 22:09:54.271;0,0;USD
189;1066;4;8f9614c5d9;fe2a87eff5;2019-12-16 12:59:07.789;32370,000000000000;USD
190;1107;7;95e68ddb35;98ac5d1ffd;2019-12-28 17:23:22.488;32370,000000000000;USD
191;1137;7;c97b5a428a;f9c580224e;2019-12-31 16:27:11.881;32370,000000000000;USD
192;1151;0;29c30a18ca;fe2a87eff5;2020-01-01 22:33:29.510;57270,00000000000;USD
193;1155;0;c789b1d44f;fe2a87eff5;2020-01-03 09:47:58.029;57270,00000000000;USD
194;1158;0;5f779c9f3a;fe2a87eff5;2020-01-03 23:17:14.783;57270,00000000000;USD
195;1161;7;1a04d59c11;f9c580224e;2020-01-04 13:31:11.356;32370,000000000000;USD
196;1171;4;ea660c7603;fe2a87eff5;2020-01-05 18:18:30.874;57270,00000000000;USD
197;1181;7;de6eee6dd9;98ac5d1ffd;2020-01-07 09:08:15.813;40670,0;USD
198;1195;4;e81e9fd294;f9c580224e;2020-01-08 12:18:14.899;32370,000000000000;USD
199;1202;4;e81e9fd294;f9c580224e;2020-01-08 15:22:05.877;24070,000000000000;USD
200;1204;0;7fff4825c6;fe2a87eff5;2020-01-08 15:49:53.216;32370,000000000000;USD
201;1009;0;4d86ba7936;fe2a87eff5;2019-12-06 08:39:55.833;0,0;USD
202;1065;7;cbc63f81bd;f9c580224e;2019-12-16 11:09:28.694;0,0;USD
203;1072;7;7,1825883E+15;98ac5d1ffd;2019-12-18 13:09:19.771;32370,000000000000;USD
204;1080;4;397060ee1f;f9c580224e;2019-12-20 12:33:26.334;24070,000000000000;USD
205;1084;4;4eacb761da;fe2a87eff5;2019-12-21 16:29:41.275;48970,00000000000;USD
206;1086;0;90bb300e73;fe2a87eff5;2019-12-22 14:58:59.479;57270,00000000000;USD
207;1092;4;13337a6636;f9c580224e;2019-12-23 21:40:06.940;24070,000000000000;USD
208;1099;7;cec7e3c700;fe2a87eff5;2019-12-26 15:14:14.725;65570,0;USD
209;1126;0;04b843e8d3;fe2a87eff5;2019-12-31 10:30:48.801;0,0;USD
210;1139;7;c97b5a428a;f9c580224e;2019-12-31 16:29:13.436;32370,000000000000;USD
211;1160;4;0ea7f8170d;f9c580224e;2020-01-03 23:26:35.247;24070,000000000000;USD
212;1174;4;0d04e42c12;fe2a87eff5;2020-01-06 14:01:02.495;48970,00000000000;USD
213;1175;0;e27bd4adf3;fe2a87eff5;2020-01-06 14:12:01.886;48970,00000000000;USD
214;1189;7;6587f05138;f9c580224e;2020-01-07 13:21:51.079;32370,000000000000;USD
215;1191;7;45ee8b34a8;fe2a87eff5;2020-01-07 15:28:19.171;48970,00000000000;USD
216;1201;7;03b4e42fb9;98ac5d1ffd;2020-01-08 15:16:43.359;32370,000000000000;USD
217;1210;4;58a7f085cc;98ac5d1ffd;2020-01-08 18:12:53.052;32370,000000000000;USD
218;993;0;f41ce3def2;fe2a87eff5;2019-12-04 17:37:31.984;40670,0;USD
219;959;7;3e1e003483;98ac5d1ffd;2019-11-27 13:45:01.694;0,0;USD
220;1043;0;43655dfdf5;fe2a87eff5;2019-12-11 12:35:38.486;32370,000000000000;USD
221;1049;0;254fa352bd;fe2a87eff5;2019-12-12 11:28:29.615;48970,00000000000;USD
222;1054;7;8a1439d4e3;f9c580224e;2019-12-14 21:15:53.882;0,0;USD
223;1055;7;20ab857659;f9c580224e;2019-12-15 16:44:21.489;0,0;USD
224;1081;4;2afe64b0e2;f9c580224e;2019-12-20 12:38:54.501;24070,000000000000;USD
225;1082;7;4eacb761da;fe2a87eff5;2019-12-21 16:22:47.887;57270,00000000000;USD
226;1085;0;d1b3983057;fe2a87eff5;2019-12-22 10:34:33.645;57270,00000000000;USD
227;1100;7;cec7e3c700;fe2a87eff5;2019-12-26 15:14:56.263;65570,0;USD
228;1112;4;e944aa4acb;fe2a87eff5;2019-12-29 16:04:27.753;48970,00000000000;USD
229;1118;0;d938184ba7;fe2a87eff5;2019-12-30 09:51:45.568;48970,00000000000;USD
230;1120;7;0d04e42c12;fe2a87eff5;2019-12-30 13:03:27.587;48970,00000000000;USD
231;1128;7;4b58910a37;98ac5d1ffd;2019-12-31 16:00:28.448;32370,000000000000;USD
232;1129;7;4b58910a37;98ac5d1ffd;2019-12-31 16:00:38.824;32370,000000000000;USD
233;1134;7;c97b5a428a;f9c580224e;2019-12-31 16:26:28.286;32370,000000000000;USD
234;1141;7;c97b5a428a;f9c580224e;2019-12-31 16:33:04.336;32370,000000000000;USD
235;1142;0;c97b5a428a;fe2a87eff5;2019-12-31 16:34:50.253;32370,000000000000;USD
236;1149;7;9e2f0fdeb0;fe2a87eff5;2019-12-31 18:20:26.397;40670,0;USD
237;1159;4;0ea7f8170d;f9c580224e;2020-01-03 23:25:08.843;32370,000000000000;USD
238;1167;7;def66e4a10;fe2a87eff5;2020-01-04 16:30:37.827;48970,00000000000;USD
239;1168;4;def66e4a10;fe2a87eff5;2020-01-04 16:36:09.799;48970,00000000000;USD
240;980;7;470d06a8a5;98ac5d1ffd;2019-12-03 17:17:20.028;32370,000000000000;USD
241;983;0;46200f6469;fe2a87eff5;2019-12-04 09:26:36.753;48970,00000000000;USD
242;990;0;d32a672e7a;fe2a87eff5;2019-12-04 13:13:58.347;57270,00000000000;USD
243;996;7;2afe64b0e2;f9c580224e;2019-12-04 19:06:58.427;0,0;USD
244;1006;4;d0952e3dec;f9c580224e;2019-12-05 16:54:34.172;24070,000000000000;USD
245;1007;0;0b30c9ba63;fe2a87eff5;2019-12-05 18:54:55.228;57270,00000000000;USD
246;1022;4;789acfbcf4;98ac5d1ffd;2019-12-08 18:06:26.625;32370,000000000000;USD
247;1030;0;07a610bc9d;fe2a87eff5;2019-12-10 09:50:09.774;32370,000000000000;USD
248;1038;4;397060ee1f;f9c580224e;2019-12-10 15:48:33.034;32370,000000000000;USD
249;1063;7;cbc63f81bd;f9c580224e;2019-12-16 11:08:59.114;0,0;USD
250;1068;7;9dd502010d;fe2a87eff5;2019-12-17 18:51:26.961;32370,000000000000;USD
251;1070;7;7,1825883E+15;98ac5d1ffd;2019-12-18 13:09:05.886;32370,000000000000;USD
252;1071;7;7,1825883E+15;98ac5d1ffd;2019-12-18 13:09:15.607;32370,000000000000;USD
253;1093;4;985c9e6992;98ac5d1ffd;2019-12-24 06:29:54.592;40670,0;USD
254;1094;4;801b277dd5;fe2a87eff5;2019-12-24 15:53:23.174;48970,00000000000;USD
255;1103;0;9da92b15d1;fe2a87eff5;2019-12-27 11:06:00.703;40670,0;USD
256;1106;4;2f98cc996c;f9c580224e;2019-12-28 15:14:36.714;24070,000000000000;USD
257;1116;7;6587f05138;f9c580224e;2019-12-29 16:36:21.936;0,0;USD
258;1146;7;20300787ea;f9c580224e;2019-12-31 17:01:43.441;32370,000000000000;USD
259;1148;7;9e2f0fdeb0;fe2a87eff5;2019-12-31 18:00:20.452;40670,0;USD
260;1152;0;507e8892d8;fe2a87eff5;2020-01-02 11:19:39.166;57270,00000000000;USD
261;1184;4;94def4a4df;fe2a87eff5;2020-01-07 10:55:35.461;48970,00000000000;USD
262;1185;0;dbb916a8b7;fe2a87eff5;2020-01-07 10:59:30.443;48970,00000000000;USD
263;1188;4;3e45756284;fe2a87eff5;2020-01-07 12:39:54.526;40670,0;USD
264;1213;0;687e0dab68;fe2a87eff5;2020-01-08 21:52:26.003;40670,0;USD
265;981;0;f6f75db77f;fe2a87eff5;2019-12-03 21:00:46.254;32370,000000000000;USD
266;988;4;c3ce090365;98ac5d1ffd;2019-12-04 11:43:03.631;32370,000000000000;USD
267;1001;0;2f482e56b5;fe2a87eff5;2019-12-04 19:54:11.636;40670,0;USD
268;1003;4;72cecbd3b4;98ac5d1ffd;2019-12-05 11:11:36.018;32370,000000000000;USD
269;1018;0;f4e4ae66d9;fe2a87eff5;2019-12-08 13:37:14.329;48970,00000000000;USD
270;1029;0;7a0ff309cf;fe2a87eff5;2019-12-09 18:04:24.024;32370,000000000000;USD
271;1034;7;45e8a79940;f9c580224e;2019-12-10 10:36:28.404;0,0;USD
272;1051;4;2afe64b0e2;f9c580224e;2019-12-12 14:43:43.331;32370,000000000000;USD
273;1098;0;78b3fcecc3;fe2a87eff5;2019-12-25 20:23:34.821;57270,00000000000;USD
274;1101;0;cec7e3c700;fe2a87eff5;2019-12-26 15:18:03.495;65570,0;USD
275;1133;0;4b58910a37;fe2a87eff5;2019-12-31 16:02:19.959;32370,000000000000;USD
276;1173;4;0d04e42c12;fe2a87eff5;2020-01-06 13:56:42.635;48970,00000000000;USD
277;963;0;c387e64e45;fe2a87eff5;2019-11-27 21:07:26.991;0,0;USD
278;1014;0;368ed933bb;fe2a87eff5;2019-12-07 15:32:43.826;32370,000000000000;USD
279;1021;0;3ee70442ef;fe2a87eff5;2019-12-08 17:45:25.252;48970,00000000000;USD
280;1040;4;dd55a79152;f9c580224e;2019-12-10 17:33:08.232;24070,000000000000;USD
281;1046;4;dd55a79152;f9c580224e;2019-12-11 23:58:00.222;32370,000000000000;USD
282;1060;7;7725229022;f9c580224e;2019-12-15 22:09:27.862;0,0;USD
283;1064;7;cbc63f81bd;f9c580224e;2019-12-16 11:09:19.397;0,0;USD
284;1079;4;9071d0a592;fe2a87eff5;2019-12-20 11:27:32.149;48970,00000000000;USD
285;1091;4;13337a6636;f9c580224e;2019-12-23 21:36:37.225;24070,000000000000;USD
286;1109;7;74de3cbeeb;98ac5d1ffd;2019-12-29 12:10:14.338;40670,0;USD
287;1111;0;69920d80ab;fe2a87eff5;2019-12-29 12:51:47.581;32370,000000000000;USD
288;1124;7;04b843e8d3;f9c580224e;2019-12-31 10:26:33.145;0,0;USD
289;1131;7;4b58910a37;98ac5d1ffd;2019-12-31 16:01:19.359;32370,000000000000;USD
290;1143;0;c97b5a428a;fe2a87eff5;2019-12-31 16:36:40.340;24070,000000000000;USD
291;1145;7;20300787ea;f9c580224e;2019-12-31 17:00:19.614;32370,000000000000;USD
292;1150;7;20300787ea;fe2a87eff5;2020-01-01 15:32:30.977;40670,0;USD
293;1198;4;3ac4b93982;fe2a87eff5;2020-01-08 13:41:26.075;57270,00000000000;USD
